,no,userid,version,sum_gameround,retention_1,retention_7
18688,41948,4637733,gate_30,204,1,1
18689,41954,4638354,gate_40,22,1,0
18690,41956,4638507,gate_40,19,1,0
18691,41958,4638653,gate_40,105,1,0
18692,41960,4638836,gate_40,184,1,0
18693,41962,4639268,gate_30,33,1,0
18694,41963,4639296,gate_30,65,1,1
18695,41966,4639409,gate_30,7,1,0
18696,41967,4639591,gate_30,4,1,0
18697,41968,4639667,gate_30,224,1,1
18698,41970,4639873,gate_40,4,1,0
18699,41975,4641006,gate_30,10,1,0
18700,41976,4641013,gate_40,8,1,0
18701,41979,4641388,gate_40,15,1,0
18702,41980,4641542,gate_40,19,1,1
18703,41984,4641881,gate_30,15,1,0
18704,41988,4642426,gate_30,116,1,0
18705,41992,4643520,gate_40,320,1,1
18706,41993,4643567,gate_40,4,1,0
18707,41998,4643969,gate_30,317,1,0
18708,42001,4644204,gate_30,99,1,1
18709,42002,4644253,gate_40,13,1,0
18710,42006,4644764,gate_40,39,1,0
18711,42007,4644790,gate_40,15,1,1
18712,42010,4645279,gate_30,118,1,1
18713,42011,4645293,gate_30,46,1,0
18714,42012,4645326,gate_40,29,1,1
18715,42013,4645408,gate_40,48,1,1
18716,42014,4645620,gate_40,112,1,1
18717,42017,4645918,gate_40,33,1,0
18718,42021,4646259,gate_30,40,1,0
18719,42022,4646376,gate_40,31,1,0
18720,42023,4646442,gate_40,151,1,1
18721,42027,4646992,gate_30,32,1,0
18722,42029,4647211,gate_30,38,1,0
18723,42030,4647254,gate_40,31,1,0
18724,42035,4647609,gate_30,28,1,0
18725,42036,4647641,gate_40,25,1,0
18726,42037,4647719,gate_30,177,1,1
18727,42038,4647722,gate_30,5,1,0
18728,42040,4647890,gate_30,9,1,0
18729,42042,4647934,gate_40,13,1,0
18730,42046,4648716,gate_30,73,1,0
18731,42047,4648734,gate_30,107,1,0
18732,42049,4649234,gate_30,214,1,1
18733,42050,4649291,gate_40,213,1,1
18734,42053,4649767,gate_40,73,1,0
18735,42054,4649826,gate_40,17,1,0
18736,42055,4649895,gate_40,15,1,0
18737,42056,4650030,gate_30,59,1,0
18738,42059,4650178,gate_40,39,1,0
18739,42060,4650239,gate_30,30,1,0
18740,42062,4650742,gate_40,3,1,0
18741,42063,4651032,gate_40,153,1,0
18742,42064,4651069,gate_30,140,1,0
18743,42065,4651088,gate_30,104,1,0
18744,42067,4651553,gate_40,11,1,0
18745,42068,4651739,gate_30,7,1,0
18746,42071,4651962,gate_30,12,1,0
18747,42073,4652053,gate_30,53,1,0
18748,42074,4652148,gate_30,23,1,0
18749,42076,4652502,gate_40,180,1,0
18750,42078,4653034,gate_40,46,1,0
18751,42081,4653533,gate_40,100,1,1
18752,42082,4653791,gate_30,143,1,1
18753,42084,4653957,gate_30,123,1,1
18754,42094,4655093,gate_40,26,1,0
18755,42097,4655663,gate_40,20,1,0
18756,42104,4656632,gate_40,207,1,0
18757,42105,4656646,gate_40,87,1,0
18758,42107,4656838,gate_30,14,1,0
18759,42110,4657256,gate_30,77,1,0
18760,42113,4657456,gate_40,95,1,1
18761,42114,4657746,gate_30,22,1,0
18762,42118,4658267,gate_30,143,1,1
18763,42120,4658458,gate_30,112,1,1
18764,42121,4658493,gate_30,31,1,0
18765,42122,4658860,gate_40,56,1,0
18766,42123,4658974,gate_40,119,1,0
18767,42126,4659373,gate_40,61,1,0
18768,42128,4659505,gate_30,37,1,0
18769,42132,4660306,gate_40,180,1,1
18770,42133,4660375,gate_40,182,1,1
18771,42135,4660812,gate_30,21,1,0
18772,42136,4660873,gate_30,34,1,0
18773,42141,4661442,gate_30,24,1,0
18774,42145,4661713,gate_30,32,1,0
18775,42147,4661782,gate_30,187,1,1
18776,42149,4661865,gate_40,23,1,0
18777,42151,4662138,gate_30,150,1,0
18778,42154,4662669,gate_30,2,1,0
18779,42155,4662683,gate_30,169,1,1
18780,42156,4663037,gate_40,56,1,0
18781,42157,4663070,gate_40,206,1,1
18782,42158,4663238,gate_30,55,1,1
18783,42159,4663609,gate_40,320,1,1
18784,42160,4663676,gate_30,193,1,1
18785,42163,4663855,gate_40,73,1,1
18786,42164,4664243,gate_30,30,1,0
18787,42165,4664257,gate_40,268,1,0
18788,42172,4665030,gate_40,24,1,0
18789,42173,4665077,gate_30,36,1,0
18790,42174,4665083,gate_40,41,1,0
18791,42175,4665180,gate_30,8,1,1
18792,42176,4665198,gate_40,23,1,0
18793,42177,4665242,gate_30,13,1,0
18794,42179,4665361,gate_30,22,1,0
18795,42181,4665481,gate_30,10,1,0
18796,42182,4665485,gate_30,24,1,0
18797,42189,4666380,gate_30,44,1,0
18798,42191,4666486,gate_40,38,1,0
18799,42194,4666742,gate_40,29,1,0
18800,42195,4666950,gate_30,10,1,0
18801,42197,4667402,gate_40,105,1,0
18802,42199,4667488,gate_40,24,1,0
18803,42200,4667521,gate_40,62,1,0
18804,42203,4667924,gate_40,50,1,0
18805,42210,4668357,gate_40,6,1,0
18806,42211,4668397,gate_40,227,1,0
18807,42212,4668493,gate_30,9,1,0
18808,42213,4668619,gate_40,38,1,0
18809,42214,4668671,gate_30,22,1,0
18810,42215,4668694,gate_40,13,1,0
18811,42217,4668719,gate_30,32,1,0
18812,42218,4668858,gate_40,22,1,0
18813,42219,4668927,gate_40,35,1,1
18814,42220,4668948,gate_30,20,1,1
18815,42227,4670046,gate_40,124,1,1
18816,42234,4670421,gate_30,79,1,0
18817,42235,4670497,gate_30,32,1,0
18818,42236,4670525,gate_30,257,1,1
18819,42237,4670724,gate_40,157,1,1
18820,42240,4671108,gate_30,413,1,1
18821,42241,4671123,gate_30,102,1,0
18822,42244,4671497,gate_30,19,1,1
18823,42245,4671500,gate_30,32,1,0
18824,42247,4671903,gate_30,116,1,1
18825,42250,4672111,gate_40,1,1,0
18826,42252,4672162,gate_30,28,1,0
18827,42256,4672349,gate_40,102,1,1
18828,42257,4672505,gate_30,53,1,0
18829,42258,4672779,gate_30,29,1,0
18830,42262,4673156,gate_30,47,1,1
18831,42264,4673257,gate_40,20,1,0
18832,42268,4673705,gate_30,31,1,0
18833,42269,4673862,gate_30,93,1,0
18834,42273,4674235,gate_40,51,1,1
18835,42274,4674366,gate_40,39,1,0
18836,42275,4674694,gate_30,63,1,0
18837,42276,4674845,gate_30,330,1,0
18838,42282,4675892,gate_30,23,1,0
18839,42283,4675988,gate_30,38,1,1
18840,42284,4676199,gate_40,22,1,0
18841,42286,4676441,gate_30,15,1,0
18842,42289,4676561,gate_30,23,1,0
18843,42290,4676615,gate_30,364,1,1
18844,42291,4676834,gate_30,29,1,0
18845,42292,4676849,gate_40,4,1,0
18846,42298,4677511,gate_30,143,1,1
18847,42299,4677732,gate_30,8,1,0
18848,42301,4677920,gate_40,12,1,0
18849,42302,4678159,gate_30,54,1,0
18850,42305,4678393,gate_40,155,1,1
18851,42309,4678618,gate_40,10,1,0
18852,42310,4679143,gate_40,197,1,1
18853,42314,4679491,gate_30,12,1,0
18854,42315,4679611,gate_40,48,1,0
18855,42316,4679686,gate_40,216,1,0
18856,42317,4679774,gate_40,257,1,1
18857,42319,4680099,gate_30,40,1,1
18858,42326,4680872,gate_40,40,1,0
18859,42328,4681286,gate_30,12,1,0
18860,42329,4681486,gate_40,71,1,0
18861,42330,4681638,gate_30,70,1,0
18862,42334,4681890,gate_40,35,1,0
18863,42336,4682345,gate_40,16,1,0
18864,42337,4682541,gate_40,11,1,0
18865,42339,4682573,gate_30,43,1,0
18866,42341,4682746,gate_40,6,1,0
18867,42342,4682816,gate_40,137,1,1
18868,42343,4682846,gate_40,257,1,1
18869,42346,4683252,gate_40,82,1,0
18870,42348,4684154,gate_40,22,1,0
18871,42349,4684502,gate_30,2,1,0
18872,42351,4684637,gate_30,40,1,0
18873,42353,4685063,gate_30,29,1,1
18874,42357,4685617,gate_30,32,1,0
18875,42358,4685729,gate_30,18,1,0
18876,42360,4685886,gate_40,15,1,0
18877,42361,4686322,gate_30,80,1,1
18878,42362,4686376,gate_30,8,1,0
18879,42366,4686946,gate_30,41,1,0
18880,42368,4687135,gate_30,42,1,0
18881,42369,4687176,gate_40,51,1,0
18882,42374,4687801,gate_40,50,1,0
18883,42376,4688244,gate_30,31,1,0
18884,42377,4688327,gate_40,22,1,1
18885,42380,4688714,gate_40,25,1,0
18886,42381,4688875,gate_30,202,1,1
18887,42384,4689026,gate_30,21,1,0
18888,42385,4689065,gate_40,66,1,0
18889,42391,4689355,gate_30,255,1,1
18890,42392,4689385,gate_30,43,1,0
18891,42393,4689478,gate_30,170,1,1
18892,42395,4689608,gate_40,121,1,1
18893,42396,4689712,gate_30,23,1,0
18894,42397,4689766,gate_40,105,1,1
18895,42400,4690368,gate_40,148,1,0
18896,42402,4690527,gate_30,24,1,0
18897,42403,4690636,gate_40,99,1,0
18898,42404,4691146,gate_40,100,1,0
18899,42405,4691207,gate_40,229,1,1
18900,42407,4691459,gate_40,40,1,0
18901,42408,4691460,gate_30,22,1,0
18902,42409,4691712,gate_40,52,1,0
18903,42412,4691853,gate_40,13,1,1
18904,42413,4692141,gate_40,11,1,0
18905,42414,4692524,gate_30,193,1,1
18906,42416,4692651,gate_30,21,1,0
18907,42420,4692889,gate_30,51,1,1
18908,42421,4693002,gate_30,105,1,0
18909,42422,4693187,gate_40,542,1,1
18910,42426,4693788,gate_40,41,1,1
18911,42427,4693899,gate_40,14,1,0
18912,42431,4694309,gate_30,306,1,1
18913,42432,4694348,gate_30,18,1,0
18914,42434,4694640,gate_40,364,1,1
18915,42435,4694759,gate_30,8,1,0
18916,42437,4694858,gate_30,15,1,0
18917,42438,4694945,gate_40,11,1,0
18918,42439,4695068,gate_30,79,1,0
18919,42440,4695089,gate_30,100,1,0
18920,42443,4695342,gate_30,322,1,1
18921,42444,4695427,gate_30,27,1,0
18922,42445,4695482,gate_40,122,1,0
18923,42448,4695707,gate_30,29,1,0
18924,42449,4695762,gate_40,44,1,0
18925,42450,4695816,gate_40,134,1,0
18926,42451,4695835,gate_30,87,1,1
18927,42455,4696082,gate_40,267,1,1
18928,42466,4697193,gate_30,9,1,0
18929,42468,4697230,gate_30,48,1,1
18930,42470,4697617,gate_30,18,1,0
18931,42473,4698222,gate_30,39,1,0
18932,42474,4698413,gate_30,180,1,1
18933,42477,4698658,gate_40,103,1,1
18934,42478,4698674,gate_30,27,1,0
18935,42479,4698751,gate_30,33,1,0
18936,42481,4698795,gate_40,104,1,0
18937,42482,4699276,gate_40,139,1,1
18938,42483,4699378,gate_30,322,1,1
18939,42484,4699492,gate_40,50,1,0
18940,42487,4699783,gate_30,14,1,0
18941,42488,4699784,gate_30,76,1,1
18942,42490,4700107,gate_40,38,1,0
18943,42493,4700436,gate_40,51,1,0
18944,42495,4700480,gate_30,123,1,1
18945,42497,4700704,gate_40,81,1,1
18946,42505,4701743,gate_30,25,1,0
18947,42508,4701950,gate_40,44,1,0
18948,42511,4702308,gate_30,241,1,1
18949,42513,4702454,gate_30,201,1,0
18950,42515,4702707,gate_30,66,1,0
18951,42519,4702860,gate_40,74,1,0
18952,42521,4703424,gate_30,220,1,1
18953,42522,4703613,gate_40,191,1,1
18954,42530,4704694,gate_30,98,1,0
18955,42534,4704843,gate_40,125,1,1
18956,42535,4705082,gate_30,72,1,0
18957,42536,4705152,gate_30,10,1,0
18958,42538,4705633,gate_30,22,1,0
18959,42540,4706049,gate_30,15,1,0
18960,42541,4706096,gate_30,37,1,0
18961,42543,4706772,gate_30,46,1,0
18962,42548,4707268,gate_40,10,1,0
18963,42552,4707421,gate_40,45,1,0
18964,42553,4707858,gate_40,23,1,0
18965,42564,4708956,gate_40,39,1,1
18966,42566,4709114,gate_40,184,1,1
18967,42567,4709159,gate_30,40,1,0
18968,42570,4709449,gate_40,40,1,1
18969,42571,4709536,gate_30,24,1,0
18970,42573,4709806,gate_30,18,1,1
18971,42574,4709809,gate_40,30,1,0
18972,42575,4710179,gate_30,96,1,0
18973,42578,4710590,gate_30,161,1,1
18974,42579,4710607,gate_40,76,1,0
18975,42580,4710867,gate_40,167,1,0
18976,42582,4711292,gate_30,45,1,0
18977,42584,4711526,gate_40,12,1,0
18978,42587,4711733,gate_40,136,1,0
18979,42589,4711860,gate_30,20,1,0
18980,42594,4712416,gate_30,219,1,1
18981,42595,4712560,gate_30,134,1,1
18982,42597,4712778,gate_30,332,1,1
18983,42598,4713004,gate_40,62,1,1
18984,42600,4713215,gate_30,118,1,0
18985,42604,4713600,gate_40,93,1,1
18986,42606,4713710,gate_30,442,1,1
18987,42610,4713968,gate_30,99,1,1
18988,42618,4714965,gate_30,42,1,0
18989,42619,4715028,gate_40,73,1,0
18990,42621,4715136,gate_40,62,1,0
18991,42626,4716045,gate_30,203,1,1
18992,42627,4716051,gate_40,315,1,1
18993,42628,4716056,gate_40,52,1,0
18994,42629,4716082,gate_30,2,1,0
18995,42631,4716156,gate_40,277,1,0
18996,42634,4716455,gate_40,52,1,0
18997,42638,4716619,gate_30,266,1,0
18998,42641,4716650,gate_30,189,1,1
18999,42642,4716981,gate_40,29,1,0
19000,42643,4717173,gate_30,27,1,0
19001,42644,4717217,gate_30,95,1,0
19002,42646,4717335,gate_30,55,1,1
19003,42647,4717354,gate_30,87,1,0
19004,42649,4717510,gate_30,89,1,0
19005,42655,4718344,gate_40,39,1,0
19006,42661,4719316,gate_40,40,1,0
19007,42663,4719505,gate_40,12,1,1
19008,42665,4719527,gate_40,40,1,0
19009,42667,4719858,gate_40,59,1,0
19010,42668,4720075,gate_40,294,1,1
19011,42669,4720088,gate_30,118,1,0
19012,42672,4720507,gate_40,21,1,0
19013,42676,4720790,gate_30,41,1,0
19014,42678,4721179,gate_40,178,1,1
19015,42682,4722193,gate_40,98,1,0
19016,42683,4722256,gate_40,111,1,0
19017,42686,4722422,gate_40,398,1,1
19018,42687,4722441,gate_30,80,1,0
19019,42688,4722986,gate_40,197,1,1
19020,42690,4723410,gate_40,56,1,0
19021,42692,4723630,gate_30,180,1,0
19022,42696,4723891,gate_30,33,1,0
19023,42699,4724166,gate_30,40,1,1
19024,42700,4724296,gate_40,14,1,0
19025,42702,4724438,gate_30,21,1,0
19026,42703,4724473,gate_30,234,1,1
19027,42706,4724869,gate_30,18,1,0
19028,42710,4725347,gate_40,41,1,0
19029,42715,4726216,gate_30,13,1,0
19030,42717,4726508,gate_40,28,1,0
19031,42718,4726587,gate_30,88,1,1
19032,42719,4726709,gate_30,7,1,0
19033,42727,4727519,gate_40,52,1,0
19034,42729,4727810,gate_40,43,1,0
19035,42731,4727915,gate_40,145,1,1
19036,42738,4728446,gate_40,12,1,0
19037,42742,4728776,gate_40,30,1,0
19038,42744,4729058,gate_30,40,1,0
19039,42745,4729210,gate_40,136,1,0
19040,42746,4729488,gate_40,26,1,0
19041,42748,4729635,gate_30,120,1,0
19042,42753,4730258,gate_30,108,1,1
19043,42757,4730589,gate_40,36,1,0
19044,42761,4731210,gate_30,68,1,0
19045,42765,4731516,gate_30,43,1,1
19046,42766,4731595,gate_40,58,1,0
19047,42769,4731803,gate_40,29,1,1
19048,42772,4732050,gate_40,61,1,0
19049,42774,4732582,gate_30,161,1,1
19050,42776,4732706,gate_40,9,1,0
19051,42782,4733041,gate_30,38,1,0
19052,42783,4733062,gate_40,34,1,0
19053,42784,4733216,gate_40,30,1,0
19054,42785,4733383,gate_40,94,1,1
19055,42787,4733425,gate_30,40,1,0
19056,42790,4733650,gate_40,74,1,0
19057,42791,4733680,gate_40,11,1,0
19058,42793,4733841,gate_30,43,1,0
19059,42796,4734384,gate_40,54,1,1
19060,42797,4734482,gate_30,8,1,0
19061,42798,4734543,gate_30,73,1,0
19062,42799,4734584,gate_40,195,1,1
19063,42804,4734836,gate_40,93,1,1
19064,42805,4734839,gate_30,9,1,0
19065,42808,4735023,gate_40,146,1,1
19066,42810,4735475,gate_40,29,1,0
19067,42814,4735877,gate_40,1026,1,1
19068,42816,4736029,gate_40,88,1,0
19069,42817,4736210,gate_30,68,1,0
19070,42824,4736921,gate_40,9,1,0
19071,42826,4737057,gate_40,159,1,1
19072,42827,4737080,gate_40,400,1,1
19073,42830,4737779,gate_40,33,1,0
19074,42831,4737825,gate_40,14,1,0
19075,42832,4737931,gate_30,28,1,0
19076,42834,4738216,gate_40,167,1,0
19077,42838,4739112,gate_40,17,1,0
19078,42839,4739138,gate_40,150,1,1
19079,42840,4739167,gate_30,11,1,0
19080,42841,4739217,gate_40,14,1,0
19081,42846,4739614,gate_40,9,1,0
19082,42849,4739821,gate_30,18,1,0
19083,42850,4739919,gate_40,252,1,1
19084,42851,4739961,gate_40,294,1,1
19085,42855,4740185,gate_40,141,1,1
19086,42856,4740416,gate_30,61,1,0
19087,42861,4740877,gate_40,258,1,1
19088,42864,4741152,gate_30,148,1,1
19089,42865,4741193,gate_30,18,1,0
19090,42868,4741266,gate_40,39,1,0
19091,42872,4741589,gate_40,115,1,0
19092,42875,4741724,gate_30,166,1,1
19093,42877,4741783,gate_30,38,1,0
19094,42879,4741983,gate_30,135,1,0
19095,42884,4742580,gate_30,24,1,0
19096,42885,4742767,gate_30,12,1,0
19097,42888,4743480,gate_40,267,1,1
19098,42889,4743528,gate_40,111,1,0
19099,42890,4743649,gate_30,39,1,0
19100,42891,4743721,gate_40,44,1,0
19101,42893,4743795,gate_30,401,1,1
19102,42895,4743867,gate_30,41,1,0
19103,42898,4744194,gate_30,96,1,0
19104,42900,4744330,gate_30,1,1,0
19105,42904,4744962,gate_30,34,1,0
19106,42909,4745217,gate_40,57,1,0
19107,42922,4746537,gate_40,57,1,1
19108,42932,4747916,gate_40,4,1,0
19109,42934,4748151,gate_30,116,1,0
19110,42938,4748523,gate_30,162,1,1
19111,42942,4748867,gate_30,45,1,0
19112,42947,4749473,gate_30,161,1,1
19113,42948,4749557,gate_40,56,1,1
19114,42952,4749915,gate_40,6,1,0
19115,42956,4750318,gate_30,32,1,0
19116,42960,4750969,gate_40,63,1,0
19117,42961,4750988,gate_30,30,1,1
19118,42964,4751401,gate_30,83,1,0
19119,42966,4751571,gate_40,75,1,0
19120,42975,4752522,gate_30,23,1,0
19121,42978,4752966,gate_40,42,1,1
19122,42984,4753897,gate_30,83,1,1
19123,42985,4753909,gate_30,27,1,1
19124,42987,4753957,gate_30,93,1,1
19125,42988,4753966,gate_30,28,1,0
19126,42989,4753970,gate_40,80,1,0
19127,42992,4754479,gate_40,79,1,0
19128,42996,4754689,gate_30,5,1,0
19129,42999,4754888,gate_30,25,1,0
19130,43000,4754921,gate_40,66,1,1
19131,43001,4755315,gate_40,17,1,0
19132,43004,4755662,gate_30,91,1,1
19133,43005,4755847,gate_40,39,1,0
19134,43008,4756133,gate_30,61,1,0
19135,43012,4756688,gate_30,18,1,0
19136,43013,4756721,gate_40,126,1,1
19137,43015,4756781,gate_40,86,1,0
19138,43018,4756990,gate_40,118,1,0
19139,43023,4757222,gate_40,4,1,0
19140,43026,4757602,gate_30,267,1,1
19141,43027,4757641,gate_40,119,1,1
19142,43029,4758017,gate_30,43,1,0
19143,43030,4758088,gate_30,6,1,0
19144,43031,4758147,gate_40,1267,1,1
19145,43032,4758341,gate_40,72,1,1
19146,43041,4759549,gate_40,4,1,0
19147,43043,4759791,gate_40,97,1,0
19148,43044,4759902,gate_30,75,1,0
19149,43046,4759993,gate_30,56,1,0
19150,43050,4760177,gate_40,92,1,1
19151,43053,4760486,gate_40,13,1,0
19152,43055,4760613,gate_30,570,1,1
19153,43056,4761051,gate_30,61,1,1
19154,43058,4761409,gate_40,12,1,0
19155,43059,4761601,gate_30,88,1,0
19156,43063,4761787,gate_30,19,1,1
19157,43064,4761818,gate_40,30,1,0
19158,43065,4762082,gate_40,92,1,1
19159,43070,4762753,gate_30,45,1,0
19160,43071,4763051,gate_30,109,1,1
19161,43073,4763141,gate_40,109,1,0
19162,43074,4763249,gate_40,13,1,0
19163,43075,4763285,gate_30,15,1,0
19164,43076,4763308,gate_30,26,1,0
19165,43079,4763522,gate_30,50,1,0
19166,43080,4763530,gate_40,53,1,1
19167,43081,4763555,gate_30,104,1,0
19168,43082,4763585,gate_30,151,1,1
19169,43083,4763687,gate_40,41,1,0
19170,43092,4764713,gate_30,53,1,1
19171,43093,4764949,gate_40,27,1,0
19172,43094,4765032,gate_40,70,1,0
19173,43095,4765045,gate_30,54,1,0
19174,43097,4765218,gate_40,22,1,0
19175,43099,4765498,gate_40,169,1,0
19176,43100,4765646,gate_30,89,1,1
19177,43105,4766058,gate_40,133,1,1
19178,43110,4766784,gate_40,167,1,1
19179,43111,4766832,gate_30,166,1,1
19180,43116,4767058,gate_30,14,1,0
19181,43117,4767143,gate_30,10,1,0
19182,43119,4767597,gate_40,346,1,1
19183,43122,4767768,gate_40,34,1,0
19184,43123,4768222,gate_40,365,1,1
19185,43127,4768398,gate_30,124,1,1
19186,43131,4769111,gate_30,40,1,1
19187,43133,4769550,gate_40,130,1,1
19188,43135,4769714,gate_40,185,1,1
19189,43136,4769798,gate_30,26,1,1
19190,43138,4769995,gate_30,106,1,0
19191,43141,4770232,gate_40,21,1,0
19192,43147,4771459,gate_30,148,1,1
19193,43148,4771555,gate_30,15,1,0
19194,43149,4771650,gate_30,21,1,0
19195,43150,4771655,gate_40,15,1,0
19196,43151,4771963,gate_40,213,1,1
19197,43152,4771967,gate_30,383,1,1
19198,43153,4771981,gate_40,51,1,1
19199,43155,4772306,gate_30,30,1,0
19200,43156,4772528,gate_30,14,1,0
19201,43157,4772617,gate_40,392,1,1
19202,43159,4772833,gate_30,54,1,0
19203,43161,4772978,gate_30,19,1,0
19204,43162,4773004,gate_40,230,1,1
19205,43164,4773087,gate_40,45,1,0
19206,43167,4773477,gate_30,20,1,0
19207,43169,4773510,gate_40,84,1,0
19208,43179,4774815,gate_40,15,1,0
19209,43182,4774941,gate_30,642,1,1
19210,43184,4775060,gate_40,44,1,0
19211,43186,4775127,gate_30,342,1,1
19212,43191,4775605,gate_40,15,1,0
19213,43192,4775751,gate_30,46,1,0
19214,43195,4776250,gate_40,9,1,0
19215,43198,4776697,gate_30,46,1,0
19216,43199,4776955,gate_40,14,1,0
19217,43200,4777082,gate_30,16,1,0
19218,43202,4777218,gate_30,24,1,0
19219,43203,4777219,gate_40,41,1,0
19220,43211,4778389,gate_30,265,1,1
19221,43216,4778714,gate_40,80,1,0
19222,43219,4779231,gate_40,121,1,1
19223,43222,4779621,gate_30,96,1,0
19224,43224,4779842,gate_30,224,1,1
19225,43228,4780378,gate_40,466,1,1
19226,43229,4780397,gate_40,102,1,0
19227,43234,4781272,gate_40,24,1,0
19228,43236,4781434,gate_40,15,1,0
19229,43237,4781534,gate_30,68,1,0
19230,43240,4781834,gate_30,64,1,0
19231,43241,4781950,gate_40,28,1,0
19232,43244,4782353,gate_30,75,1,0
19233,43245,4782649,gate_40,39,1,0
19234,43247,4782734,gate_40,1,1,0
19235,43249,4783256,gate_40,27,1,0
19236,43251,4783580,gate_30,40,1,0
19237,43253,4783728,gate_40,58,1,0
19238,43257,4784163,gate_40,8,1,0
19239,43258,4784254,gate_30,46,1,0
19240,43261,4784872,gate_30,50,1,0
19241,43262,4784913,gate_40,184,1,0
19242,43263,4785003,gate_30,48,1,1
19243,43266,4785422,gate_30,35,1,0
19244,43271,4786061,gate_40,162,1,1
19245,43273,4786190,gate_40,37,1,0
19246,43276,4786542,gate_30,24,1,1
19247,43282,4786958,gate_40,39,1,0
19248,43283,4787003,gate_40,82,1,0
19249,43286,4787505,gate_30,46,1,0
19250,43288,4787660,gate_30,98,1,0
19251,43290,4787914,gate_30,158,1,1
19252,43291,4788030,gate_30,90,1,1
19253,43292,4788342,gate_30,32,1,0
19254,43293,4788458,gate_40,36,1,0
19255,43294,4788526,gate_30,66,1,1
19256,43295,4788723,gate_30,189,1,1
19257,43298,4789284,gate_40,6,1,0
19258,43300,4789725,gate_30,126,1,1
19259,43301,4789834,gate_40,12,1,1
19260,43302,4789899,gate_30,9,1,0
19261,43303,4789975,gate_40,224,1,1
19262,43311,4790867,gate_40,26,1,0
19263,43312,4791136,gate_40,44,1,0
19264,43318,4791814,gate_30,348,1,1
19265,43321,4792104,gate_30,7,1,0
19266,43323,4792197,gate_30,100,1,1
19267,43325,4792768,gate_30,92,1,1
19268,43326,4793119,gate_40,72,1,1
19269,43327,4793231,gate_30,327,1,1
19270,43329,4793526,gate_30,83,1,0
19271,43330,4793563,gate_30,103,1,1
19272,43331,4793769,gate_30,10,1,0
19273,43332,4793802,gate_30,16,1,0
19274,43334,4794199,gate_40,35,1,0
19275,43336,4794444,gate_30,9,1,0
19276,43337,4794569,gate_30,29,1,0
19277,43338,4794809,gate_30,31,1,0
19278,43340,4794993,gate_40,91,1,0
19279,43343,4795144,gate_40,117,1,1
19280,43344,4795195,gate_40,134,1,0
19281,43345,4795464,gate_40,41,1,0
19282,43347,4795919,gate_30,117,1,0
19283,43348,4795981,gate_30,21,1,0
19284,43351,4796134,gate_40,1,1,0
19285,43353,4796222,gate_30,60,1,0
19286,43357,4796581,gate_30,17,1,0
19287,43358,4796612,gate_40,159,1,1
19288,43360,4797243,gate_40,237,1,1
19289,43364,4797885,gate_40,54,1,0
19290,43365,4797996,gate_30,113,1,1
19291,43367,4798227,gate_30,98,1,1
19292,43368,4798273,gate_40,26,1,0
19293,43373,4799107,gate_40,61,1,0
19294,43374,4799329,gate_40,22,1,0
19295,43381,4799902,gate_40,274,1,0
19296,43389,4800781,gate_30,22,1,0
19297,43391,4800918,gate_40,49,1,0
19298,43393,4801029,gate_30,146,1,0
19299,43394,4801122,gate_30,116,1,1
19300,43396,4801206,gate_30,29,1,1
19301,43399,4801714,gate_30,44,1,0
19302,43401,4801828,gate_40,58,1,0
19303,43404,4802244,gate_40,825,1,1
19304,43405,4802294,gate_40,84,1,0
19305,43407,4802579,gate_40,75,1,0
19306,43410,4803033,gate_30,208,1,1
19307,43411,4803059,gate_40,13,1,0
19308,43413,4803343,gate_40,11,1,0
19309,43414,4803414,gate_30,18,1,0
19310,43416,4803763,gate_40,500,1,1
19311,43418,4803956,gate_40,97,1,0
19312,43422,4804344,gate_30,14,1,0
19313,43424,4804639,gate_30,278,1,1
19314,43425,4804883,gate_30,16,1,0
19315,43430,4806001,gate_30,276,1,1
19316,43431,4806036,gate_40,77,1,0
19317,43434,4806483,gate_30,219,1,1
19318,43435,4806511,gate_40,78,1,1
19319,43437,4806592,gate_30,22,1,0
19320,43440,4807191,gate_40,103,1,1
19321,43442,4807256,gate_30,9,1,0
19322,43444,4807583,gate_40,58,1,0
19323,43445,4807618,gate_30,70,1,0
19324,43447,4807925,gate_40,1,1,0
19325,43450,4808240,gate_40,458,1,1
19326,43451,4808336,gate_30,22,1,0
19327,43454,4808743,gate_40,87,1,1
19328,43455,4808754,gate_40,21,1,0
19329,43456,4808839,gate_30,68,1,0
19330,43457,4808875,gate_30,91,1,1
19331,43459,4809296,gate_30,41,1,0
19332,43462,4809574,gate_30,67,1,0
19333,43463,4809594,gate_40,4,1,0
19334,43465,4809610,gate_40,45,1,0
19335,43466,4809628,gate_40,81,1,0
19336,43468,4809733,gate_40,24,1,0
19337,43469,4809755,gate_30,5,1,0
19338,43472,4810311,gate_40,518,1,1
19339,43473,4810342,gate_30,44,1,0
19340,43474,4810437,gate_30,319,1,1
19341,43475,4810584,gate_30,22,1,0
19342,43476,4810798,gate_40,22,1,0
19343,43477,4810973,gate_40,17,1,0
19344,43478,4811047,gate_30,8,1,0
19345,43481,4811205,gate_40,25,1,0
19346,43483,4811312,gate_30,182,1,1
19347,43488,4811939,gate_30,1,1,0
19348,43494,4812344,gate_40,213,1,0
19349,43495,4812360,gate_30,21,1,1
19350,43498,4812973,gate_40,190,1,1
19351,43499,4813143,gate_30,132,1,1
19352,43500,4813200,gate_30,188,1,1
